Source identifier ,Plume latitude (deg),Plume longitude (deg),Candidate identifier,Date of detection,Time of detection (UTC),Source type (best estimate),Sectors (IPCC),Qplume (kg/hr): Plume emissions,Sigma Qplume (kg/hr): Uncertainty for plume emissions
S00006,34.44705,-118.588342,ang20160910t185702-A,9/10/16,18:57,gas storage facility,1B2 Oil & Natural Gas,132,50
S00006,34.44705,-118.588342,ang20160910t191651-A,9/10/16,19:16,gas storage facility,1B2 Oil & Natural Gas,89,52
S00006,34.44705,-118.588342,ang20160910t192242-A,9/10/16,19:22,gas storage facility,1B2 Oil & Natural Gas,185,70
S00006,34.44705,-118.588342,ang20160912t195241-A,9/12/16,19:52,gas storage facility,1B2 Oil & Natural Gas,138,52
S00006,34.44705,-118.588342,ang20160912t225718-B,9/12/16,22:57,gas storage facility,1B2 Oil & Natural Gas,350,106
S00006,34.44705,-118.588342,ang20160916t221543-D,9/16/16,22:15,gas storage facility,1B2 Oil & Natural Gas,111,56
S00006,34.44705,-118.588342,ang20160917t181611-A,9/17/16,18:16,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20160917t224332-B,9/17/16,22:43,gas storage facility,1B2 Oil & Natural Gas,340,78
S00006,34.44705,-118.588342,ang20160925t170117-A,9/25/16,17:01,gas storage facility,1B2 Oil & Natural Gas,1134,202
S00006,34.44705,-118.588342,ang20160925t201200-A,9/25/16,20:12,gas storage facility,1B2 Oil & Natural Gas,400,223
S00006,34.44705,-118.588342,ang20161003t192244-A,10/3/16,19:22,gas storage facility,1B2 Oil & Natural Gas,212,138
S00006,34.44705,-118.588342,ang20161008t220452-A,10/8/16,22:04,gas storage facility,1B2 Oil & Natural Gas,348,235
S00006,34.44705,-118.588342,ang20161103t221806-A,11/3/16,22:18,gas storage facility,1B2 Oil & Natural Gas,382,74
S00006,34.44705,-118.588342,ang20161103t222451-A,11/3/16,22:24,gas storage facility,1B2 Oil & Natural Gas,683,117
S00006,34.44705,-118.588342,ang20161103t224501-A,11/3/16,22:45,gas storage facility,1B2 Oil & Natural Gas,1767,263
S00006,34.44705,-118.588342,ang20161104t183025-A,11/4/16,18:30,gas storage facility,1B2 Oil & Natural Gas,519,107
S00006,34.44705,-118.588342,ang20161104t195416-A,11/4/16,19:54,gas storage facility,1B2 Oil & Natural Gas,656,138
S00006,34.44705,-118.588342,ang20170901t185046-A,9/1/17,18:50,gas storage facility,1B2 Oil & Natural Gas,542,200
S00006,34.44705,-118.588342,ang20170902t173429-A,9/2/17,17:34,gas storage facility,1B2 Oil & Natural Gas,182,53
S00006,34.44705,-118.588342,ang20170905t172731-A,9/5/17,17:27,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20170905t222530-A,9/5/17,22:25,gas storage facility,1B2 Oil & Natural Gas,118,36
S00006,34.44705,-118.588342,ang20170906t223923-A,9/6/17,22:39,gas storage facility,1B2 Oil & Natural Gas,207,76
S00006,34.44705,-118.588342,ang20170907t173553-A,9/7/17,17:35,gas storage facility,1B2 Oil & Natural Gas,133,47
S00006,34.44705,-118.588342,ang20170907t181959-C,9/7/17,18:19,gas storage facility,1B2 Oil & Natural Gas,150,61
S00006,34.44705,-118.588342,ang20170909t220704-A,9/9/17,22:07,gas storage facility,1B2 Oil & Natural Gas,623,183
S00006,34.44705,-118.588342,ang20170913t235640-A,9/13/17,23:56,gas storage facility,1B2 Oil & Natural Gas,564,249
S00006,34.44705,-118.588342,ang20170920t223620-A,9/20/17,22:36,gas storage facility,1B2 Oil & Natural Gas,96,33
S00006,34.44705,-118.588342,ang20170928t190510-A,9/28/17,19:05,gas storage facility,1B2 Oil & Natural Gas,140,77
S00006,34.44705,-118.588342,ang20171007t221103-A,10/7/17,22:11,gas storage facility,1B2 Oil & Natural Gas,61,49
S00006,34.44705,-118.588342,ang20171010t173555-A,10/10/17,17:35,gas storage facility,1B2 Oil & Natural Gas,333,142
S00006,34.44705,-118.588342,ang20171010t174049-A,10/10/17,17:40,gas storage facility,1B2 Oil & Natural Gas,445,217
S00006,34.44705,-118.588342,ang20171010t174516-A,10/10/17,17:45,gas storage facility,1B2 Oil & Natural Gas,517,245
S00006,34.44705,-118.588342,ang20171010t175035-A,10/10/17,17:50,gas storage facility,1B2 Oil & Natural Gas,350,201
S00006,34.44705,-118.588342,ang20171010t175513-A,10/10/17,17:55,gas storage facility,1B2 Oil & Natural Gas,618,294
S00006,34.44705,-118.588342,ang20171010t175958-A,10/10/17,17:59,gas storage facility,1B2 Oil & Natural Gas,376,188
S00006,34.44705,-118.588342,ang20171016t191057-A,10/16/17,19:10,gas storage facility,1B2 Oil & Natural Gas,490,170
S00006,34.44705,-118.588342,ang20171016t191530-A,10/16/17,19:15,gas storage facility,1B2 Oil & Natural Gas,394,115
S00006,34.44705,-118.588342,ang20171016t192001-A,10/16/17,19:20,gas storage facility,1B2 Oil & Natural Gas,549,199
S00006,34.44705,-118.588342,ang20171016t192429-A,10/16/17,19:24,gas storage facility,1B2 Oil & Natural Gas,433,122
S00006,34.44705,-118.588342,ang20171026t190057-A,10/26/17,19:00,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t191727-A,10/26/17,19:17,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t192142-A,10/26/17,19:21,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t192539-A,10/26/17,19:25,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t193010-A,10/26/17,19:30,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t193343-A,10/26/17,19:33,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t193733-C,10/26/17,19:37,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t194120-A,10/26/17,19:41,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171026t194512-C,10/26/17,19:45,gas storage facility,1B2 Oil & Natural Gas,,
S00006,34.44705,-118.588342,ang20171108t182106-A,11/8/17,18:21,gas storage facility,1B2 Oil & Natural Gas,182,86
S00006,34.44705,-118.588342,ang20171108t182515-A,11/8/17,18:25,gas storage facility,1B2 Oil & Natural Gas,257,69
S00007,33.906,-118.4063,ang20170309t221021-F,3/9/17,22:10,refinery,1A1 Energy Industries,248,37
S00007,33.906,-118.4063,ang20170616t183155-B,6/16/17,18:31,refinery,1A1 Energy Industries,88,56
S00008,33.905431,-118.406435,ang20160910t193531-C,9/10/16,19:35,refinery,1A1 Energy Industries,49,16
S00008,33.905431,-118.406435,ang20170901t212236-A,9/1/17,21:22,refinery,1A1 Energy Industries,166,58
S00009,33.905983,-118.403489,ang20160910t193531-F,9/10/16,19:35,refinery,1A1 Energy Industries,,
S00011,33.776957,-118.28704,ang20160910t201644-A,9/10/16,20:16,refinery,1A1 Energy Industries,54,27
S00012,33.772601,-118.286431,ang20170901t211100-A,9/1/17,21:11,refinery,1A1 Energy Industries,77,38
S00014,33.804668,-118.243853,ang20160910t204409-A,9/10/16,20:44,refinery,1A1 Energy Industries,22,9
S00014,33.804668,-118.243853,ang20170911t194546-A,9/11/17,19:45,refinery,1A1 Energy Industries,59,14
S00016,33.81581,-118.246889,ang20160910t204409-C,9/10/16,20:44,refinery,1A1 Energy Industries,64,40
S00017,33.972726,-117.699937,ang20160910t214407-A,9/10/16,21:44,gas distribution line,1B2 Oil & Natural Gas,207,87
S00017,33.972726,-117.699937,ang20160915t185210-A,9/15/16,18:52,gas distribution line,1B2 Oil & Natural Gas,274,102
S00017,33.972726,-117.699937,ang20160915t190943-A,9/15/16,19:09,gas distribution line,1B2 Oil & Natural Gas,354,129
S00019,34.779864,-116.594275,ang20160911t182057-A,9/11/16,18:20,gas compressor,1B2 Oil & Natural Gas,122,74
S00022,35.185084,-119.102055,ang20160912t201952-A,9/12/16,20:19,dairy/manure,3A2 Manure Management,125,20
S00023,35.200662,-119.052348,ang20160912t201952-B,9/12/16,20:19,dairy/manure,3A2 Manure Management,620,133
S00023,35.200662,-119.052348,ang20160912t202647-B,9/12/16,20:26,dairy/manure,3A2 Manure Management,327,89
S00023,35.200662,-119.052348,ang20170926t185024-A,9/26/17,18:50,dairy/manure,3A2 Manure Management,299,136
S00023,35.200662,-119.052348,ang20170926t214844-A,9/26/17,21:48,dairy/manure,3A2 Manure Management,66,32
S00024,35.213923,-118.987962,ang20160912t201952-C,9/12/16,20:19,dairy/manure,3A2 Manure Management,122,54
S00025,35.175012,-119.124321,ang20160912t201952-D,9/12/16,20:19,dairy/manure,3A2 Manure Management,114,11
S00027,35.185952,-119.103418,ang20160912t202647-F,9/12/16,20:26,dairy/manure,3A2 Manure Management,184,23
S00029,35.203947,-119.198909,ang20160912t204141-A,9/12/16,20:41,dairy/manure,3A2 Manure Management,559,197
S00030,35.21433,-119.207404,ang20160912t204933-A,9/12/16,20:49,dairy/manure,3A2 Manure Management,296,59
S00030,35.21433,-119.207404,ang20170620t163015-E,6/20/17,16:30,dairy/manure,3A2 Manure Management,,
S00031,35.214248,-119.209689,ang20160912t204933-B,9/12/16,20:49,dairy/manure,3A2 Manure Management,275,40
S00032,35.202447,-119.198758,ang20160912t204933-C,9/12/16,20:49,dairy/manure,3A2 Manure Management,159,55
S00033,35.251414,-119.157174,ang20160912t210406-A,9/12/16,21:04,dairy/manure,3A2 Manure Management,188,48
S00035,36.000466,-119.500932,ang20160913t210755-A,9/13/16,21:07,dairy/manure,3A2 Manure Management,294,114
S00036,35.99088,-119.491941,ang20160913t210755-B,9/13/16,21:07,dairy/manure,3A2 Manure Management,106,33
S00037,36.018493,-119.416823,ang20160913t210755-C,9/13/16,21:07,dairy/manure,3A2 Manure Management,258,150
S00037,36.018493,-119.416823,ang20170616t204313-A,6/16/17,20:43,dairy/manure,3A2 Manure Management,258,150
S00038,36.044478,-119.21684,ang20160913t210755-D,9/13/16,21:07,dairy/manure,3A2 Manure Management,137,76
S00039,36.093493,-119.339671,ang20160913t221144-A,9/13/16,22:11,dairy/manure,3A2 Manure Management,,
S00039,36.093493,-119.339671,ang20170616t204313-H,6/16/17,20:43,dairy/manure,3A2 Manure Management,117,8
S00040,36.08125,-119.421266,ang20160913t221144-C,9/13/16,22:11,dairy/manure,3A2 Manure Management,,
S00041,36.073456,-119.44093,ang20160913t221144-D,9/13/16,22:11,dairy/manure - digester,3A2 Manure Management,,
S00041,36.073456,-119.44093,ang20161029t185045-A,10/29/16,18:50,dairy/manure - digester,3A2 Manure Management,139,50
S00041,36.073456,-119.44093,ang20161029t215438-A,10/29/16,21:54,dairy/manure - digester,3A2 Manure Management,,
S00041,36.073456,-119.44093,ang20170309t202411-D,3/9/17,20:24,dairy/manure - digester,3A2 Manure Management,382,140
S00041,36.073456,-119.44093,ang20170616t212046-C,6/16/17,21:20,dairy/manure - digester,3A2 Manure Management,400,88
S00042,37.98643116,-121.4737459,ang20161008t172923-A,10/8/16,17:29,gas storage facility,1B2 Oil & Natural Gas,92,31
S00042,37.98643116,-121.4737459,ang20170620t182524-A,6/20/17,18:25,gas storage facility,1B2 Oil & Natural Gas,57,16
S00042,37.98643116,-121.4737459,ang20170831t174541-A,8/31/17,17:45,gas storage facility,1B2 Oil & Natural Gas,37,15
S00042,37.98643116,-121.4737459,ang20170910t182751-D,9/10/17,18:27,gas storage facility,1B2 Oil & Natural Gas,304,61
S00042,37.98643116,-121.4737459,ang20171006t192328-A,10/6/17,19:23,gas storage facility,1B2 Oil & Natural Gas,,
S00042,37.98643116,-121.4737459,ang20171006t192854-A,10/6/17,19:28,gas storage facility,1B2 Oil & Natural Gas,,
S00042,37.98643116,-121.4737459,ang20171006t193531-A,10/6/17,19:35,gas storage facility,1B2 Oil & Natural Gas,,
S00042,37.98643116,-121.4737459,ang20171006t194116-A,10/6/17,19:41,gas storage facility,1B2 Oil & Natural Gas,,
S00042,37.98643116,-121.4737459,ang20171007t194340-A,10/7/17,19:43,gas storage facility,1B2 Oil & Natural Gas,49,22
S00042,37.98643116,-121.4737459,ang20171007t194907-A,10/7/17,19:49,gas storage facility,1B2 Oil & Natural Gas,236,136
S00043,36.078624,-119.441585,ang20160913t221144-F,9/13/16,22:11,dairy/manure,3A2 Manure Management,9,5
S00048,36.141361,-119.53598,ang20160914t192133-B,9/14/16,19:21,dairy/manure,3A2 Manure Management,266,86
S00049,36.21583169,-119.1659152,ang20160914t193619-A,9/14/16,19:36,dairy/manure,3A2 Manure Management,90,22
S00050,36.20322082,-119.1910761,ang20160914t193619-D,9/14/16,19:36,dairy/manure,3A2 Manure Management,90,22
S00051,36.16529718,-119.5378538,ang20160914t195048-C,9/14/16,19:50,dairy/manure,3A2 Manure Management,284,75
S00053,36.16399143,-119.6924935,ang20160914t200611-H,9/14/16,20:06,dairy/manure,3A2 Manure Management,57,7
S00054,36.182383,-119.659077,ang20160914t202059-A,9/14/16,20:20,dairy/manure,3A2 Manure Management,11,3
S00055,36.192615,-119.531047,ang20160914t202059-B,9/14/16,20:20,dairy/manure,3A2 Manure Management,,
S00058,36.194112,-119.561,ang20160914t202059-E,9/14/16,20:20,dairy/manure,3A2 Manure Management,,
S00060,36.205484,-119.532373,ang20160914t203630-A,9/14/16,20:36,dairy/manure,3A2 Manure Management,16,9
S00063,36.207186,-119.696379,ang20160914t205235-B,9/14/16,20:52,dairy/manure,3A2 Manure Management,,
S00065,36.215859,-119.607587,ang20160914t205235-E,9/14/16,20:52,dairy/manure,3A2 Manure Management,,
S00067,36.248562,-119.498216,ang20160914t210910-B,9/14/16,21:09,dairy/manure,3A2 Manure Management,159,46
S00068,36.229968,-119.613222,ang20160914t210910-C,9/14/16,21:09,dairy/manure,3A2 Manure Management,269,114
S00070,36.221189,-119.685542,ang20170916t194839-A,9/16/17,19:48,dairy/manure,3A2 Manure Management,,
S00071,36.242216,-119.548944,ang20160914t210910-G,9/14/16,21:09,dairy/manure,3A2 Manure Management,159,46
S00074,36.276057,-119.452203,ang20160914t214103-A,9/14/16,21:41,dairy/manure,3A2 Manure Management,340,84
S00075,36.262286,-119.627813,ang20160914t214103-B,9/14/16,21:41,dairy/manure,3A2 Manure Management,53,20
S00075,36.262286,-119.627813,ang20170916t190824-A,9/16/17,19:08,dairy/manure,3A2 Manure Management,84,12
S00078,34.385725,-118.496705,ang20160915t180022-B,9/15/16,18:00,oil/gas tank,1B2 Oil & Natural Gas,78,26
S00080,34.447442,-118.58673,ang20160916t221543-C,9/16/16,22:15,gas compressor,1B2 Oil & Natural Gas,114,71
S00080,34.447442,-118.58673,ang20160917t181611-B,9/17/16,18:16,gas compressor,1B2 Oil & Natural Gas,,
S00080,34.447442,-118.58673,ang20160917t224332-A,9/17/16,22:43,gas compressor,1B2 Oil & Natural Gas,277,74
S00080,34.447442,-118.58673,ang20160925t201200-C,9/25/16,20:12,gas compressor,1B2 Oil & Natural Gas,264,95
S00080,34.447442,-118.58673,ang20161103t221806-B,11/3/16,22:18,gas compressor,1B2 Oil & Natural Gas,919,501
S00080,34.447442,-118.58673,ang20161103t222451-B,11/3/16,22:24,gas compressor,1B2 Oil & Natural Gas,1098,382
S00080,34.447442,-118.58673,ang20161103t224501-B,11/3/16,22:45,gas compressor,1B2 Oil & Natural Gas,948,388
S00080,34.447442,-118.58673,ang20161104t183025-B,11/4/16,18:30,gas compressor,1B2 Oil & Natural Gas,659,135
S00080,34.447442,-118.58673,ang20170309t214329-B,3/9/17,21:43,gas compressor,1B2 Oil & Natural Gas,462,206
S00080,34.447442,-118.58673,ang20170615t203702-A,6/15/17,20:37,gas compressor,1B2 Oil & Natural Gas,700,245
S00080,34.447442,-118.58673,ang20170619t003208-A,6/19/17,0:32,gas compressor,1B2 Oil & Natural Gas,844,281
S00080,34.447442,-118.58673,ang20170902t173429-B,9/2/17,17:34,gas compressor,1B2 Oil & Natural Gas,192,62
S00080,34.447442,-118.58673,ang20170905t222530-B,9/5/17,22:25,gas compressor,1B2 Oil & Natural Gas,265,126
S00080,34.447442,-118.58673,ang20170907t173553-B,9/7/17,17:35,gas compressor,1B2 Oil & Natural Gas,219,69
S00080,34.447442,-118.58673,ang20170907t181959-A,9/7/17,18:19,gas compressor,1B2 Oil & Natural Gas,180,74
S00080,34.447442,-118.58673,ang20170920t223620-B,9/20/17,22:36,gas compressor,1B2 Oil & Natural Gas,165,91
S00080,34.447442,-118.58673,ang20171007t221103-B,10/7/17,22:11,gas compressor,1B2 Oil & Natural Gas,165,80
S00081,36.499389,-119.617507,ang20160917t200444-A,9/17/16,20:04,wastewater treatment,4D2 Industrial Wastewater Treatment & Discharge,480,205
S00082,36.413787,-119.86513,ang20160917t213418-C,9/17/16,21:34,dairy/manure,3A2 Manure Management,263,97
S00083,35.166557,-119.101862,ang20161025t224252-A,10/25/16,22:42,dairy/manure,3A2 Manure Management,387,109
S00083,35.166557,-119.101862,ang20161029t221748-A,10/29/16,22:17,dairy/manure,3A2 Manure Management,471,152
S00083,35.166557,-119.101862,ang20170915t215255-B,9/15/17,21:52,dairy/manure,3A2 Manure Management,129,37
S00083,35.166557,-119.101862,ang20170926t220655-B,9/26/17,22:06,dairy/manure,3A2 Manure Management,73,23
S00083,35.166557,-119.101862,ang20171010t193506-A,10/10/17,19:35,dairy/manure,3A2 Manure Management,103,22
S00083,35.166557,-119.101862,ang20171026t202604-B,10/26/17,20:26,dairy/manure,3A2 Manure Management,243,54
S00087,34.482998,-120.124175,ang20160930t221645-A,9/30/16,22:16,landfill,4A1 Managed Waste Disposal Sites,152,82
S00088,33.856182,-117.080339,ang20161001t181046-A,10/1/16,18:10,dairy/manure,3A2 Manure Management,47,22
S00089,34.00208014,-117.6163532,ang20161001t192737-C,10/1/16,19:27,dairy/manure,3A2 Manure Management,74,21
S00090,36.72430985,-120.233894,ang20161001t213736-A,10/1/16,21:37,dairy/manure,3A2 Manure Management,103,48
S00091,34.38050414,-118.4982154,ang20161003t193609-A,10/3/16,19:36,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,230,46
S00092,34.38515708,-118.4963171,ang20161003t193609-B,10/3/16,19:36,oil/gas tank,1B2 Oil & Natural Gas,136,35
S00094,38.04231377,-122.2522996,ang20161005t184114-L,10/5/16,18:41,refinery,1A1 Energy Industries,239,113
S00094,38.04231377,-122.2522996,ang20171005t181633-A,10/5/17,18:16,refinery,1A1 Energy Industries,171,85
S00094,38.04231377,-122.2522996,ang20171005t182501-A,10/5/17,18:25,refinery,1A1 Energy Industries,108,48
S00094,38.04231377,-122.2522996,ang20171005t183304-A,10/5/17,18:33,refinery,1A1 Energy Industries,133,60
S00094,38.04231377,-122.2522996,ang20171005t184116-A,10/5/17,18:41,refinery,1A1 Energy Industries,118,50
S00094,38.04231377,-122.2522996,ang20171006t201620-A,10/6/17,20:16,refinery,1A1 Energy Industries,218,152
S00098,37.936823,-122.404355,ang20161005t194911-B,10/5/16,19:49,refinery,1A1 Energy Industries,163,53
S00099,37.94966,-122.396637,ang20161005t194911-C,10/5/16,19:49,refinery,1A1 Energy Industries,843,317
S00099,37.94966,-122.396637,ang20170910t212834-A,9/10/17,21:28,refinery,1A1 Energy Industries,370,209
S00099,37.94966,-122.396637,ang20171005t174154-A,10/5/17,17:41,refinery,1A1 Energy Industries,,
S00101,33.94178532,-117.8370573,ang20161006t181839-B,10/6/16,18:18,landfill,4A1 Managed Waste Disposal Sites,43,12
S00102,33.99498414,-118.152085,ang20161006t184812-A,10/6/16,18:48,gas LNG station,1B2 Oil & Natural Gas,139,37
S00103,34.001603,-118.369336,ang20161006t200146-A,10/6/16,20:01,oil/gas tank,1B2 Oil & Natural Gas,126,32
S00103,34.001603,-118.369336,ang20170901t201246-C,9/1/17,20:12,oil/gas tank,1B2 Oil & Natural Gas,78,29
S00103,34.001603,-118.369336,ang20170901t202358-A,9/1/17,20:23,oil/gas tank,1B2 Oil & Natural Gas,84,16
S00103,34.001603,-118.369336,ang20171023t210905-D,10/23/17,21:09,oil/gas tank,1B2 Oil & Natural Gas,31,23
S00103,34.001603,-118.369336,ang20171023t212029-C,10/23/17,21:20,oil/gas tank,1B2 Oil & Natural Gas,,
S00103,34.001603,-118.369336,ang20171024t192146-D,10/24/17,19:21,oil/gas tank,1B2 Oil & Natural Gas,280,65
S00103,34.001603,-118.369336,ang20171024t194853-C,10/24/17,19:48,oil/gas tank,1B2 Oil & Natural Gas,135,25
S00104,36.163795,-120.395219,ang20161012t193125-A,10/12/16,19:31,oil/gas gathering line,1B2 Oil & Natural Gas,303,96
S00105,36.208988,-120.393118,ang20161012t193711-A,10/12/16,19:37,oil/gas waste lagoon,1B2 Oil & Natural Gas,194,43
S00106,35.445982,-119.014973,ang20161025t192916-A,10/25/16,19:29,oil/gas drill rig,1B2 Oil & Natural Gas,128,34
S00106,35.445982,-119.014973,ang20170902t191312-A,9/2/17,19:13,oil/gas drill rig,1B2 Oil & Natural Gas,140,34
S00106,35.445982,-119.014973,ang20170926t210253-B,9/26/17,21:02,oil/gas drill rig,1B2 Oil & Natural Gas,121,50
S00106,35.445982,-119.014973,ang20171026t205326-C,10/26/17,20:53,oil/gas drill rig,1B2 Oil & Natural Gas,117,20
S00107,35.470789,-119.039386,ang20161025t192916-B,10/25/16,19:29,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,412,99
S00110,35.482906,-119.057563,ang20170902t191312-D,9/2/17,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,219,56
S00110,35.482906,-119.057563,ang20170908t210512-C,9/8/17,21:05,oil/gas pumpjack,1B2 Oil & Natural Gas,221,9
S00110,35.482906,-119.057563,ang20170926t210253-D,9/26/17,21:02,oil/gas pumpjack,1B2 Oil & Natural Gas,112,17
S00116,35.498964,-119.072134,ang20161008t204039-F,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,228,48
S00116,35.498964,-119.072134,ang20161008t213955-G,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,248,71
S00116,35.498964,-119.072134,ang20161025t192916-K,10/25/16,19:29,oil/gas pumpjack,1B2 Oil & Natural Gas,168,41
S00116,35.498964,-119.072134,ang20170902t191312-E,9/2/17,19:13,oil/gas pumpjack,1B2 Oil & Natural Gas,145,15
S00116,35.498964,-119.072134,ang20170905t191138-C,9/5/17,19:11,oil/gas pumpjack,1B2 Oil & Natural Gas,251,35
S00116,35.498964,-119.072134,ang20170908t210512-D,9/8/17,21:05,oil/gas pumpjack,1B2 Oil & Natural Gas,604,140
S00116,35.498964,-119.072134,ang20170926t210253-F,9/26/17,21:02,oil/gas pumpjack,1B2 Oil & Natural Gas,378,45
S00117,35.506075,-119.074114,ang20161008t202359-I,10/8/16,20:23,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,168,43
S00117,35.506075,-119.074114,ang20161008t205502-H,10/8/16,20:55,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,128,40
S00117,35.506075,-119.074114,ang20161008t211115-H,10/8/16,21:11,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,209,39
S00117,35.506075,-119.074114,ang20171026t205326-D,10/26/17,20:53,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,105,8
S00118,35.507479,-119.074209,ang20161008t204039-E,10/8/16,20:40,oil/gas pumpjack,1B2 Oil & Natural Gas,126,25
S00118,35.507479,-119.074209,ang20161008t213955-H,10/8/16,21:39,oil/gas pumpjack,1B2 Oil & Natural Gas,165,52
S00118,35.507479,-119.074209,ang20161025t192103-D,10/25/16,19:21,oil/gas pumpjack,1B2 Oil & Natural Gas,109,24
S00118,35.507479,-119.074209,ang20161025t192916-M,10/25/16,19:29,oil/gas pumpjack,1B2 Oil & Natural Gas,156,19
S00118,35.507479,-119.074209,ang20170908t210512-F,9/8/17,21:05,oil/gas pumpjack,1B2 Oil & Natural Gas,314,74
S00119,35.474918,-119.430552,ang20170915t180634-C,9/15/17,18:06,dairy/manure,3A2 Manure Management,104,39
S00119,35.347555,-119.662763,ang20170920t190925-D,9/20/17,19:09,oil/gas gathering line,1B2 Oil & Natural Gas,683,133
S00120,35.238214,-119.591423,ang20161029t201950-A,10/29/16,20:19,oil/gas gathering line,1B2 Oil & Natural Gas,263,101
S00121,35.364672,-119.670044,ang20170902t211355-A,9/2/17,21:13,oil/gas gathering line,1B2 Oil & Natural Gas,80,3
S00122,35.480495,-119.743093,ang20161029t200719-D,10/29/16,20:07,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,111,55
S00123,35.52916,-119.769459,ang20161029t200719-E,10/29/16,20:07,oil/gas gathering line,1B2 Oil & Natural Gas,136,34
S00124,35.227174,-119.578357,ang20161029t201950-B,10/29/16,20:19,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,167,31
S00125,35.248,-119.58079,ang20161029t201950-C,10/29/16,20:19,oil/gas gathering line,1B2 Oil & Natural Gas,393,119
S00126,35.253589,-119.586534,ang20161029t201950-D,10/29/16,20:19,oil/gas gathering line,1B2 Oil & Natural Gas,352,118
S00127,35.341929,-119.646098,ang20161029t201950-E,10/29/16,20:19,oil/gas gathering line,1B2 Oil & Natural Gas,146,41
S00128,35.429546,-119.690223,ang20161029t201950-F,10/29/16,20:19,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,136,40
S00129,35.123597,-119.499066,ang20161104t185742-A,11/4/16,18:57,oil/gas tank,1B2 Oil & Natural Gas,86,22
S00130,35.11505,-119.466999,ang20161104t185742-B,11/4/16,18:57,oil/gas gathering line,1B2 Oil & Natural Gas,142,46
S00130,35.11505,-119.466999,ang20161104t190838-C,11/4/16,19:08,oil/gas gathering line,1B2 Oil & Natural Gas,63,16
S00131,35.041223,-119.38412,ang20161104t185742-C,11/4/16,18:57,oil/gas tank,1B2 Oil & Natural Gas,41,12
S00132,35.02705,-119.332893,ang20161104t190838-A,11/4/16,19:08,oil/gas tank,1B2 Oil & Natural Gas,72,12
S00133,35.061529,-119.390888,ang20161104t190838-B,11/4/16,19:08,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,65,26
S00135,35.045861,-119.349694,ang20161104t190838-E,11/4/16,19:08,dairy/manure,3A2 Manure Management,73,16
S00136,35.13254,-119.486618,ang20161104t190838-H,11/4/16,19:08,oil/gas pumpjack,1B2 Oil & Natural Gas,58,18
S00137,35.130904,-119.486498,ang20161104t190838-I,11/4/16,19:08,oil/gas unknown infrastucture,1B2 Oil & Natural Gas,47,14
S00141,33.779429,-118.235061,ang20160910t205021-A,9/10/16,20:50,refinery,1A1 Energy Industries,40,17
S00145,33.816222,-118.235695,ang20160910t205021-E,9/10/16,20:50,refinery,1A1 Energy Industries,,
S00145,33.816222,-118.235695,ang20170309t221021-C,3/9/17,22:10,refinery,1A1 Energy Industries,220,63
S00148,35.215095,-119.212564,ang20170620t163015-F,6/20/17,16:30,dairy/manure,3A2 Manure Management,,
S00149,35.21481,-119.210811,ang20160912t205614-B,9/12/16,20:56,dairy/manure,3A2 Manure Management,347,111
S00149,35.21481,-119.210811,ang20170616t200614-D,6/16/17,20:06,dairy/manure,3A2 Manure Management,441,162
S00149,35.21481,-119.210811,ang20170926t182523-C,9/26/17,18:25,dairy/manure,3A2 Manure Management,19,6
S00149,35.21481,-119.210811,ang20171026t202024-D,10/26/17,20:20,dairy/manure,3A2 Manure Management,86,27
S00149,35.21481,-119.210811,ang20171113t193233-B,11/13/17,19:32,dairy/manure,3A2 Manure Management,409,110
S00150,35.243762,-119.157387,ang20160912t205614-C,9/12/16,20:56,dairy/manure,3A2 Manure Management,301,79
S00150,35.243762,-119.157387,ang20171113t210409-C,11/13/17,21:04,dairy/manure,3A2 Manure Management,137,60
